srn,facility_name,address_full,epa_class,lat,long,geometry,facility_name_title
K2460,CENTRAL MICHIGAN UNIVERSITY,"1720 S. East Campus Drive, Mount Pleasant, MI 48859",MAJOR,43.5845196,-84.7694125,"[-84.7694125, 43.5845196]",Central Michigan University
M2713,TAYLOR ENTRANCE SYSTEMS,"631 N First St, West Branch, MI 48661",MINOR,44.2847815,-84.23623549999999,"[-84.23623549999999, 44.2847815]",Taylor Entrance Systems
N1519,THOMPSON MARINE PRODUCTS INC.,"7535  Martin Rd., Saint Charles, MI 48655",MINOR,43.313375,-84.13574299999999,"[-84.13574299999999, 43.313375]",Thompson Marine Products Inc.
N2336,MATERIAL CONTROL,"130  Seltzer Rd, Croswell, MI 48422",MINOR,43.28606680000001,-82.6174681,"[-82.6174681, 43.28606680000001]",Material Control
N2383,DGP INC.,"3260  Fenner St., Marlette, MI 48453",MAJOR,43.3236727,-83.08128780000001,"[-83.08128780000001, 43.3236727]",Dgp Inc.
N2505,"TIERCON COMPONENTS, INC.","50  Enterprise Dr., Vassar, MI 48768",MINOR,43.3689977,-83.5622255,"[-83.5622255, 43.3689977]","Tiercon Components, Inc."
N5397,"PEOPLES LANDFILL, INC.","4143  E. Rathbun Rd., Birch Run, MI 48415",MAJOR,43.282862,-83.8717815,"[-83.8717815, 43.282862]","Peoples Landfill, Inc."
N5985,WHITEFEATHER LANDFILL,"2401 E. Whitefeather Road, Pinconning, MI 48650",MAJOR,43.8983129,-83.94941109999999,"[-83.94941109999999, 43.8983129]",Whitefeather Landfill
N6004,CITY OF MIDLAND UTILITIES DIVISION,"4311 E. Ashman St., Midland, MI 48642",MAJOR,43.63122449999999,-84.17442319999999,"[-84.17442319999999, 43.63122449999999]",City of Midland Utilities Division
N6007,TRI-CITY LANDFILL,"426 N. Ruth Rd., Carsonville, MI 48419",MAJOR,43.4375322,-82.73064699999999,"[-82.73064699999999, 43.4375322]",Tri-City Landfill
N6010,NORTHERN OAKS RECYCLING AND DISPOSAL FACILITY,"513 N. County Farm Road, Harrison, MI 48625",MAJOR,44.005319,-84.7977971,"[-84.7977971, 44.005319]",Northern Oaks Recycling and Disposal Facility
A3900,"MARTIN MARIETTA MAGNESIA SPECIALTIES, LLC","1800  Eastlake Rd., Manistee, MI 49660",MAJOR,44.226254,-86.289098,"[-86.289098, 44.226254]","Martin Marietta Magnesia Specialties, LLC"
A3933,HARBISON WALKER REFRACTORIES CO,"Rte 31  S, Ludington, MI 49431",,43.9552825,-86.4525831,"[-86.4525831, 43.9552825]",Harbison Walker Refractories Co
A3934,GREAT LAKES CASTINGS LLC,"800 N. Washington Ave., Ludington, MI 49431",MAJOR,43.9649899,-86.4390894,"[-86.4390894, 43.9649899]",Great Lakes Castings LLC
A3939,METALWORKS INC,"902 E Fourth St, Ludington, MI 49431",MINOR,43.9436928,-86.42933920000002,"[-86.42933920000002, 43.9436928]",Metalworks Inc
A5764,"VENTRA EVART, LLC","601 W. Seventh Street, Evart, MI 49631",MAJOR,43.89862900000001,-85.2673966,"[-85.2673966, 43.89862900000001]","Ventra Evart, LLC"
A9364,"HUTCHINSON ANTIVIBRATION SYSTEMS, INC","600  Seventh St., Cadillac, MI 49601",MAJOR,44.26109539999999,-85.41804979999999,"[-85.41804979999999, 44.26109539999999]","Hutchinson Antivibration Systems, Inc"
A9365,"AKWEL CADILLAC USA, INC.","603 West Seventh St., Cadillac, MI 49601",MAJOR,44.2597584,-85.41417969999999,"[-85.41417969999999, 44.2597584]","Akwel Cadillac USA, Inc."
B1821,GENERAL CHEMICAL INDUSTRIAL PRODUCTS INC.,"1501 Main St., Manistee, MI 49660",,44.233331,-86.30348500000001,"[-86.30348500000001, 44.233331]",General Chemical Industrial Products Inc.
B1824,"MORTON SALT, INC.","180  6Th Street, Manistee, MI 49660",MAJOR,44.2419017,-86.310259,"[-86.310259, 44.2419017]","Morton Salt, Inc."
B1846,OCCIDENTAL CHEMICAL CORPORATION,"1600 S. Madison St., Ludington, MI 49431",MAJOR,43.9405194,-86.4364109,"[-86.4364109, 43.9405194]",Occidental Chemical Corporation
B2178,"CADILLAC CASTING, INC","1500  4Th Ave., Cadillac, MI 49601",MAJOR,44.2618477,-85.4132582,"[-85.4132582, 44.2618477]","Cadillac Casting, Inc"
B3692,PACKAGING CORPORATION OF AMERICA - FILER CITY MILL,"2246  Udell St., Filer City, MI 49634",MAJOR,44.2121426,-86.2855629,"[-86.2855629, 44.2121426]",Packaging Corporation of America - Filer City Mill
B3721,ANR PIPELINE - REED CITY COMPRESSOR STATION,"7677  230Th Ave., Reed City, MI 49677",MAJOR,43.9256533,-85.5431541,"[-85.5431541, 43.9256533]",ANRPipeline - Reed City Compressor Station
B4197,AAR MOBILITY SYSTEMS,"201  Haynes St., Cadillac, MI 49601",MAJOR,44.2529856,-85.40740640000001,"[-85.40740640000001, 44.2529856]",Aar Mobility Systems
B4257,TRAVERSE CITY LIGHT AND POWER BAYSIDE POWER PLANT,"208  Grandview Pky, Traverse City, MI 49684",,44.76645500000001,-85.62546999999999,"[-85.62546999999999, 44.76645500000001]",Traverse City Light and Power Bayside Power Plant
B5552,LAMBDA ENERGY RESOURCES LLC - CLEON 11,"Viaduct Rd., Copemish, MI 49625",SM OPT OUT,44.4610416,-85.8385751,"[-85.8385751, 44.4610416]",Lambda Energy Resources LLC - Cleon 11
B5587,LAMBDA ENERGY RESOURCES LLC - MAYFIELD 23,"Center Rd., Kingsley, MI 49649",SM OPT OUT,44.5555234,-85.6150891,"[-85.6150891, 44.5555234]",Lambda Energy Resources LLC - Mayfield 23
B5589,LAMBDA ENERGY RESOURCES LLC - BROWN 7,"Collins Rd., Manistee, MI 49660",SM OPT OUT,44.32698,-86.161871,"[-86.161871, 44.32698]",Lambda Energy Resources LLC - Brown 7
B6013,LAMBDA ENERGY RESOURCES LLC - MANISTEE SULFUR PLAN,"4000  Fisk Rd., Manistee, MI 49660",SM OPT OUT,44.2924647,-86.2131833,"[-86.2131833, 44.2924647]",Lambda Energy Resources LLC - Manistee Sulfur Plan
B7093,HOUND RESOURCES - AZTEC PLANT,"335  Washington St., Manistee, MI 49660",MAJOR,44.2633198,-86.3221865,"[-86.3221865, 44.2633198]",Hound Resources - Aztec Plant
B9135,LAMBDA ENERGY RESOURCES LLC - BEAR LAKE 13,"11127  11 Mile Rd, Bear Lake, MI 49614",MINOR,44.4003206,-86.07302779999999,"[-86.07302779999999, 44.4003206]",Lambda Energy Resources LLC - Bear Lake 13
B9136,LAMBDA ENERGY RESOURCES LLC - BEAR LAKE 22,"9536 Nine Mile Rd., Bear Lake, MI 49614",SM OPT OUT,44.374389,-86.10645199999999,"[-86.10645199999999, 44.374389]",Lambda Energy Resources LLC - Bear Lake 22
B9137,LAMBDA ENERGY RESOURCES LLC - BEAR LAKE 32,"7614 Adamson Lake Rd., Bear Lake, MI 49614",SM OPT OUT,44.3530604,-86.1428665,"[-86.1428665, 44.3530604]",Lambda Energy Resources LLC - Bear Lake 32
B9160,LAMBDA ENERGY RESOURCES LLC - MAPLE GROVE 16,"10326 Healy Lake Rd., Kaleva, MI 49645",SM OPT OUT,44.3888861,-86.01042,"[-86.01042, 44.3888861]",Lambda Energy Resources LLC - Maple Grove 16
N0199,LAMBDA ENERGY RESOURCES LLC - SPRINGDALE 25,"17863 Plagany Rd, Copemish, MI 49625",SM OPT OUT,44.4478366,-85.94304,"[-85.94304, 44.4478366]",Lambda Energy Resources LLC - Springdale 25
N1160,NATIONAL ENERGY OF MCBAIN LLC,"6751 W. Gerwoude Dr., Mcbain, MI 49657",MAJOR,44.20360950000001,-85.2217292,"[-85.2217292, 44.20360950000001]",National Energy of Mcbain LLC
N1328,REC BOAT HOLDINGS LLC - CRUISER PLANT,"609  13 Th. St., Cadillac, MI 49601",MAJOR,44.2666762,-85.4171453,"[-85.4171453, 44.2666762]",Rec Boat Holdings LLC - Cruiser Plant
N1395,CADILLAC RENEWABLE ENERGY FACILITY,"1525 Miltner St., Cadillac, MI 49601",MAJOR,44.26347029999999,-85.435085,"[-85.435085, 44.26347029999999]",Cadillac Renewable Energy Facility
N1470,REC BOAT HOLDINGS LLC - SPORT AND ENGINEERING,"925  Frisbie St., Cadillac, MI 49601",MAJOR,44.26333160000001,-85.42224209999999,"[-85.42224209999999, 44.26333160000001]",Rec Boat Holdings LLC - Sport and Engineering
N1685,TES FILER CITY STATION,"700  Mee Street, Filer City, MI 49634",MAJOR,44.217282,-86.28889339999999,"[-86.28889339999999, 44.217282]",Tes Filer City Station
N1772,REC BOAT HOLDINGS-TRAILER,"1552  Miltner St., Cadillac, MI 49601",SM OPT OUT,44.2641182,-85.43578099999999,"[-85.43578099999999, 44.2641182]",Rec Boat Holdings-Trailer
N2954,CARGILL SALT - HERSEY,"1395 135Th Ave, Hersey, MI 49639",SM OPT OUT,43.8332832,-85.3546825,"[-85.3546825, 43.8332832]",Cargill Salt - Hersey
N3261,GLEN'S SANITARY LANDFILL,"518 E. Traverse Highway, Maple City, MI 49664",MAJOR,44.7887116,-85.8479837,"[-85.8479837, 44.7887116]",Glen's Sanitary Landfill
N4975,MICHIGAN POWER LIMITED PARTNERSHIP,"5795 6Th Street, Ludington, MI 49431",MAJOR,43.9416658,-86.4225687,"[-86.4225687, 43.9416658]",Michigan Power Limited Partnership
N5282,"FIBER-TECH INDUSTRIES, INC.","1637  Marty Paul  Street, Cadillac, MI 49601",MAJOR,44.2658431,-85.4310642,"[-85.4310642, 44.2658431]","Fiber-Tech Industries, Inc."
N5580,MID MICHIGAN GAS STORAGE CO- ORIENT COMPRESSOR STA,"8526 S. Clareola, Sears, MI 49629",,43.8982225,-85.18516609999999,"[-85.18516609999999, 43.8982225]",Mid Michigan Gas Storage Co- Orient Compressor Sta
N5760,WOLVERINE POWER SUPPLY - HERSEY,"1529 South 170Th Avenue, Hersey, MI 49639",SM OPT OUT,43.8386588,-85.4247614,"[-85.4247614, 43.8386588]",Wolverine Power Supply - Hersey
N5768,FAB-LITE INC.,"330 N. Washington St., Manistee, MI 49660",MINOR,44.262214,-86.324378,"[-86.324378, 44.262214]",Fab-Lite Inc.
A0086,FLETCHER PAPER COMPANY,"318 W. Fletcher St., Alpena, MI 49707",,45.066901,-83.432687,"[-83.432687, 45.066901]",Fletcher Paper Company
A0767,"EJ USA, INC.","301  Spring St., East Jordan, MI 49727",MAJOR,45.1666851,-85.12472149999999,"[-85.12472149999999, 45.1666851]","Ej USA, Inc."
B1476,DECORATIVE PANELS INTERNATIONAL,"416  Ford Ave., Alpena, MI 49707",MAJOR,45.0634187,-83.42653279999999,"[-83.42653279999999, 45.0634187]",Decorative Panels International
B1477,HOLCIM (US) INC. DBA LAFARGE ALPENA PLANT,"1435  Ford Avenue, Alpena, MI 49707",MAJOR,45.0722957,-83.40646629999999,"[-83.40646629999999, 45.0722957]",Holcim ((US)) Inc. DBA Lafarge Alpena Plant
B1559,ST MARYS CEMENT CHARLEVOIX PLANT,"16000  Bells Bay Rd, Charlevoix, MI 49720",MAJOR,45.30769,-85.30145530000001,"[-85.30145530000001, 45.30769]",St Marys Cement Charlevoix Plant
B2942,CONSUMERS ENERGY GAYLORD COMBUSTION TURBINE PLANT,"201  Murner Rd., Gaylord, MI 49735",MAJOR,45.0305992,-84.7026846,"[-84.7026846, 45.0305992]",Consumers Energy Gaylord Combustion Turbine Plant
B4292,"LAMBDA ENERGY RESOURCES, LLC - KALKASKA GAS PLANT","1510 Thomas Road Sw, Kalkaska, MI 49646",MAJOR,44.6849542,-85.2042913,"[-85.2042913, 44.6849542]","Lambda Energy Resources, LLC - Kalkaska Gas Plant"
B5562,SAVOY EXPLORATION KAL 13 GAS SWEET FAC,"0  Rosenburg Rd, Kalkaska, MI 49646",MINOR,44.71391879999999,-85.09357659999999,"[-85.09357659999999, 44.71391879999999]",Savoy Exploration Kal 13 Gas Sweet Fac
B5584,LAMBDA ENERGY RESOURCES LLC - BLUE LAKE 27,"13806 Cameron Bridge Rd., Kalkaska, MI 49646",SM OPT OUT,44.7981272,-84.88991109999999,"[-84.88991109999999, 44.7981272]",Lambda Energy Resources LLC - Blue Lake 27
B5585,KCS RESOURCES  -  EXCELSIOR 9 CPF,"Darke Rd Section 9 Excelsior Twp, Kalkaska, MI 49646",,44.7497339,-85.0317487,"[-85.0317487, 44.7497339]",Kcs Resources  -  Excelsior 9 CPF
B5667,LAMBDA ENERGY RESOURCES LLC - OTSEGO 6,"2443 Lake Manuka Rd   Sec 6 Otsego Lake Twp, Gaylord, MI 49735",SM OPT OUT,44.9507917,-84.73264999999999,"[-84.73264999999999, 44.9507917]",Lambda Energy Resources LLC - Otsego 6
B5668,LAMBDA ENERGY RESOURCES LLC - FREDERIC 20,"10562  Cameron Bridge Rd, Frederic, MI 49733",SM OPT OUT,44.8000811,-84.8017517,"[-84.8017517, 44.8000811]",Lambda Energy Resources LLC - Frederic 20
B6175,"CODING PRODUCTS, A DIVISION OF ILLINOIS TOOL WORKS","111 W. Park Dr., Kalkaska, MI 49646",MAJOR,44.7341381,-85.1676214,"[-85.1676214, 44.7341381]","Coding Products, A Division of Illinois Tool Works"
B6497,HOUND RESOURCES - OTSEGO LAKE 27 GAS PLANT,"27 E Marlette Rd, Waters, MI 49797",SM OPT OUT,44.8759437,-84.6421471,"[-84.6421471, 44.8759437]",Hound Resources - Otsego Lake 27 Gas Plant
B7196,ANR STORAGE COMPANY - EXCELSIOR COMPRESSOR STATION,"4936  State Rd. Ne, Kalkaska, MI 49646",MAJOR,44.7715769,-85.073038,"[-85.073038, 44.7715769]",ANRStorage Company - Excelsior Compressor Station
B7197,ANR -- RAPID RIVER COMPRESSOR STATION,"2170  Rabourn Rd. Ne, Kalkaska, MI 49646",MAJOR,44.7718245,-85.1294389,"[-85.1294389, 44.7718245]",ANR-- Rapid River Compressor Station
B7198,ANR PIPELINE-COLD SPRNGS12 /BLUE LK/ COLD SPRNGS 1,"10000  Pflum Rd., Mancelona, MI 49659",MAJOR,44.8446897,-84.9690481,"[-84.9690481, 44.8446897]",ANRPipeline-Cold Sprngs12 /Blue Lk/ Cold Sprngs 1
B7219,ANR PIPELINE CO. SOUTH CHESTER COMPRESSOR STATION,"6327  Old State Rd., Johannesburg, MI 49751",MAJOR,44.911052,-84.54199899999999,"[-84.54199899999999, 44.911052]",ANRPipeline Co. South Chester Compressor Station
B7222,"HOUND RESOURCES, FREDERIC 15 GAS PLANT","9038 Deward Road, Frederic, MI 49733",MAJOR,44.8428755,-84.848478,"[-84.848478, 44.8428755]","Hound Resources, Frederic 15 Gas Plant"
B7302,WEYERHAEUSER NR COMPANY,"4111 W Four Mile Rd, Grayling, MI 49738",MAJOR,44.593432,-84.6918134,"[-84.6918134, 44.593432]",Weyerhaeuser Nr Company
B7390,ANR PIPELINE - CENTRAL CHARLTON COMPRESSOR STATION,"14490 Beckett Road, Johannesburg, MI 49751",MAJOR,45.014693,-84.382346,"[-84.382346, 45.014693]",ANRPipeline - Central Charlton Compressor Station
B7561,LAMBDA ENERGY RESOURCES LLC - GOOSE CREEK,"County Road 612 (Sec 32 Blue Lake Twp), Kalkaska, MI 49646",SM OPT OUT,44.7712264,-84.9083772,"[-84.9083772, 44.7712264]",Lambda Energy Resources LLC - Goose Creek
B8573,GREAT LAKES GAS TRANS STATION #11 (TRANSCANADA #11,"10339  Great Lakes Rd, Boyne Falls, MI 49713",MAJOR,45.2615736,-84.7663292,"[-84.7663292, 45.2615736]",Great Lakes Gas Trans Station #11 (Transcanada #11
B8972,KALKASKA GAS PROCESSING PLANT,"1080  Prough Rd Sw, Kalkaska, MI 49646",,44.69826459999999,-85.19510509999999,"[-85.19510509999999, 44.69826459999999]",Kalkaska Gas Processing Plant
B9142,"LAMBDA ENERGY RESOURCES, LLC - CHARLTON 12","14116  Heatherton Rd, Johannesburg, MI 49751",SM OPT OUT,44.999251,-84.38801099999999,"[-84.38801099999999, 44.999251]","Lambda Energy Resources, LLC - Charlton 12"
B9144,"LAMBDA ENERGY RESOURCES, LLC - CHARLTON 4","5750  Lost Cabin Tr, Johannesburg, MI 49751",SM OPT OUT,45.11095,-84.441705,"[-84.441705, 45.11095]","Lambda Energy Resources, LLC - Charlton 4"
N0197,GEORGIA-PACIFIC CORPORATION,"2212  Dickerson Rd., Gaylord, MI 49734",MAJOR,44.9998002,-84.6874915,"[-84.6874915, 44.9998002]",Georgia-Pacific Corporation
N0200,LAMBDA ENERGY RESOURCES LLC - OTSEGO LAKE 34,"913 Softwood Tr., Waters, MI 49797",SM OPT OUT,44.868258,-84.648442,"[-84.648442, 44.868258]",Lambda Energy Resources LLC - Otsego Lake 34
N0890,NATIONAL ENERGY OF LINCOLN LLC,"509  W. State St., Lincoln, MI 48742",MAJOR,44.6847352,-83.4121935,"[-83.4121935, 44.6847352]",National Energy of Lincoln LLC
N0924,MUSKEGON DEVELOPMENT--HEADQUARTERS--SOUR ZONE CPF,"Se Se Section 29, T21N, R3W, Houghton Lake, MI 48629",MAJOR,44.3436318,-84.7211074,"[-84.7211074, 44.3436318]",Muskegon Development--Headquarters--Sour Zone CPF
N1266,HILLMAN POWER CO,"750  E. Progress St, Hillman, MI 49746",MAJOR,45.0687988,-83.89407270000001,"[-83.89407270000001, 45.0687988]",Hillman Power Co
N1594,"RIETH RILEY CONSTRUCTION CO, INC.","Bayshore Pit, Bay Shore, MI 49711",MINOR,45.36575,-85.098562,"[-85.098562, 45.36575]","Rieth Riley Construction Co, Inc."
N2388,GRAYLING GENERATING STATION LTD PTNR,"4400 W Four Mile Rd, Grayling, MI 49738",MAJOR,44.605459,-84.6905249,"[-84.6905249, 44.605459]",Grayling Generating Station Ltd Ptnr
N2812,LEXAMAR CORPORATION,"100 Lexamar Drive, Boyne City, MI 49712",MAJOR,45.2060591,-84.9843581,"[-84.9843581, 45.2060591]",Lexamar Corporation
N2901,CONSUMERS ENERGY - MUSKEGON RIVER COMPRESSOR STAT,"8613  Pine Rd., Church Bridge, MI 49665",MAJOR,44.0807633,-85.02216849999999,"[-85.02216849999999, 44.0807633]",Consumers Energy - Muskegon River Compressor Stat
N2940,DCP ANTRIM GAS LLC,"6250  Old State Rd, Johannesburg, MI 49751",MAJOR,44.91545,-84.5412181,"[-84.5412181, 44.91545]",Dcp Antrim Gas LLC
N3190,QUICKSILVER RESOURCES INC. - P-LEASE,"8908 South  Pure Oil Road, S Boardman, MI 49646",MINOR,44.6584055,-85.2515482,"[-85.2515482, 44.6584055]",Quicksilver Resources Inc. - P-Lease
N3341,DTE GAS COMPANY - KALKASKA COMPRESSOR STATION,"1250 Michcon Lane, Kalkaska, MI 49646",MAJOR,44.693177,-85.202691,"[-85.202691, 44.693177]",DTE Gas Company - Kalkaska Compressor Station
N5581,GREAT LAKES GAS - FARWELL COMPRESSOR STATION 12,"3400  Hickory  Rd, Lake George, MI 48633",MAJOR,43.9657114,-84.95215379999999,"[-84.95215379999999, 43.9657114]",Great Lakes Gas - Farwell Compressor Station 12
N5586,ANR PIPELINE COMPANY LINCOLN COMPRESSOR STATION,"3991  S. Hickory, Lake George, MI 48633",MAJOR,43.9657114,-84.95215379999999,"[-84.95215379999999, 43.9657114]",ANRPipeline Company Lincoln Compressor Station
N5935,DTE GAS COMPANY - ALPENA COMPRESSOR STATION,"8512 East Arnold Lake Road, Harrison, MI 48625",MAJOR,44.0751487,-84.6770464,"[-84.6770464, 44.0751487]",DTE Gas Company - Alpena Compressor Station
N5936,LAMBDA ENERGY RESOURCES LLC - LOUD 29,"2320  Blue Lakes Rd, Loud Twp, MI 49756",SM OPT OUT,44.877009,-84.10240399999999,"[-84.10240399999999, 44.877009]",Lambda Energy Resources LLC - Loud 29
A0169,BRADFORD WHITE CORPORATION,"200  Lafayette Street, Middleville, MI 49333",SM OPT OUT,42.719046,-85.4643084,"[-85.4643084, 42.719046]",Bradford White Corporation
A2250,HEKMAN FURNITURE COMPANY,"1400  Buchanan Ave Sw, Grand Rapids, MI 49507",,42.9382229,-85.6717015,"[-85.6717015, 42.9382229]",Hekman Furniture Company
A2396,LEON INTERIORS INC,"4901  Clay Ave. Sw, Grand Rapids, MI 49548",SM OPT OUT,42.8753082,-85.67978579999999,"[-85.67978579999999, 42.8753082]",Leon Interiors Inc
A2402,"ACCESS BUSINESS GROUP, LLC","7575 E Fulton Rd, Ada, MI 49355",SM OPT OUT,42.9292873,-85.4311273,"[-85.4311273, 42.9292873]","Access Business Group, LLC"
A2408,"MILLER PRODUCTS, INC.","601  First St. Nw, Grand Rapids, MI 49504",SM OPT OUT,42.9723788,-85.6835373,"[-85.6835373, 42.9723788]","Miller Products, Inc."
A2464,HICKORY HARDWARE,"955  Godfrey Ave. Sw, Grand Rapids, MI 49503",,42.9444103,-85.68495229999999,"[-85.68495229999999, 42.9444103]",Hickory Hardware
A4203,PURE MUSKEGON,"2400  Lakeshore Dr., Muskegon, MI 49441",MINOR,43.216198,-86.304136,"[-86.304136, 43.216198]",Pure Muskegon
A4223,LOMAC  LLC,"5025  Evanston Ave., Muskegon, MI 49442",,43.21230389999999,-86.1246859,"[-86.1246859, 43.21230389999999]",Lomac  LLC
A4302,MAHLE INDUSTRIES INCORPORATED,"2020 Sanford Street, Muskegon Hts, MI 49444",MAJOR,43.2146563,-86.24530200000001,"[-86.24530200000001, 43.2146563]",Mahle Industries Incorporated
A5858,"MEAD JOHNSON & COMPANY, LLC","725 E. Main Street, Zeeland, MI 49464",MAJOR,42.8142579,-86.0013136,"[-86.0013136, 42.8142579]","Mead Johnson & Company, LLC"
A5866,EAGLE OTTAWA GRAND HAVEN,"200 N. Beechtree St., Grand Haven, MI 49417",MINOR,43.063813,-86.204673,"[-86.204673, 43.063813]",Eagle Ottawa Grand Haven
A5884,"HART & COOLEY, INC.","500 East Eighth Street, Holland, MI 49423",,42.7879542,-86.08548689999999,"[-86.08548689999999, 42.7879542]","Hart & Cooley, Inc."
A5937,HOWARD MILLER COMPANY,"860 E Main St, Zeeland, MI 49464",MAJOR,42.8120447,-85.9967681,"[-85.9967681, 42.8120447]",Howard Miller Company
B1652,"ROBROY ENCLOSURES, INC.","500 Maple St, Belding, MI 48809",SM OPT OUT,43.0927636,-85.2351525,"[-85.2351525, 43.0927636]","Robroy Enclosures, Inc."
B1713,AMERICAN SEATING COMPANY,"401  American Seating Center, Nw, Grand Rapids, MI 49504",MINOR,42.9805792,-85.6799703,"[-85.6799703, 42.9805792]",American Seating Company
B1726,MOTORS LIQUIDATION COMPANY,"300  36Th St. Sw, Grand Rapids, MI 49548",SM OPT OUT,42.8986896,-85.6727968,"[-85.6727968, 42.8986896]",Motors Liquidation Company
B1727,"G-P GYPSUM CORPORATION, GYPSUM FACILITY","2228  Butterworth Rd. Sw, Grand Rapids, MI 49544",,42.944395,-85.72433099999999,"[-85.72433099999999, 42.944395]","G-P Gypsum Corporation, Gypsum Facility"
B1732,MAGIC FINISHING CO.,"2947  Buchanan  Sw, Wyoming, MI 49548",SM OPT OUT,42.9099019,-85.671782,"[-85.671782, 42.9099019]",Magic Finishing Co.
B1904,BRUNSWICK BOWLING AND BILLIARDS,"525 W. Laketon Avenue, Muskegon, MI 49441",SM OPT OUT,43.2178695,-86.257618,"[-86.257618, 43.2178695]",Brunswick Bowling and Billiards
B1909,CWC TEXTRON,"1085 W. Sherman Blvd, Muskegon, MI 49441",MAJOR,43.2050533,-86.2700685,"[-86.2700685, 43.2050533]",CWC Textron
B1921,MAHLE ENGINE COMPONENTS,"2051 S. Harvey St., Muskegon, MI 49443",MINOR,43.1687799,-86.2055743,"[-86.2055743, 43.1687799]",Mahle Engine Components
B1961,BARBER STEEL FOUNDRY CORPORATION,"2625  Winston Rd., Rothbury, MI 49452",SM OPT OUT,43.5056636,-86.342429,"[-86.342429, 43.5056636]",Barber Steel Foundry Corporation
B1976,J.B. SIMS GENERATING STATION,"1231 N. Third St., Grand Haven, MI 49417",SM OPT OUT,43.0703422,-86.23431389999999,"[-86.23431389999999, 43.0703422]",J.B. Sims Generating Station
B2331,MICHIGAN STATE UNIVERSITY - BIOECONOMY INSTITUTE,"242 Howard Avenue, Holland, MI 49424",SM OPT OUT,42.7984433,-86.1187331,"[-86.1187331, 42.7984433]",Michigan State University - Bioeconomy Institute
B2357,"HOLLAND BPW, GENERATING STATION & WWTP","64  Pine Ave, Holland, MI 49423",MINOR,42.7951416,-86.1136621,"[-86.1136621, 42.7951416]","Holland BPW, Generating Station & Wwtp"
B2817,VERTELLUS ZEELAND LLC,"215 N. Centennial St., Zeeland, MI 49464",SM OPT OUT,42.8159502,-86.0094865,"[-86.0094865, 42.8159502]",Vertellus Zeeland LLC
B2835,J. H. CAMPBELL PLANT,"17000  Croswell, West Olive, MI 49460",MAJOR,42.9208635,-86.2052053,"[-86.2052053, 42.9208635]",J. H. Campbell Plant
B2836,B. C. COBB PLANT,"151 N. Causeway, Muskegon, MI 49445",MAJOR,43.3091308,-86.2599292,"[-86.2599292, 43.3091308]",B. C. Cobb Plant
B2838,"VICINITY ENERGY GRAND RAPIDS, LLC","156 W Fulton Ave, Grand Rapids, MI 49503",MAJOR,42.963092,-85.6727268,"[-85.6727268, 42.963092]","Vicinity Energy Grand Rapids, LLC"
B2979,WOLVERINE WORLD WIDE TANNERY,"181 N. Main St., Rockford, MI 49341",MINOR,43.123212,-85.5601949,"[-85.5601949, 43.123212]",Wolverine World Wide Tannery
